春来眼际	喜上眉梢
雨顺风调喜见春华秋实	云开雾散得亲舜日尧天
玉兔回蟾宫长空悬朗月	金龙上华表大地庆新春
掌万家灯火为江山生色	看一派光明让日月增辉
正党风壮志为公行大道	昌国运英雄创业展宏图
知身不是我烦恼更何侵	常乐破四相当下即涅槃
植树造林四水三湖耸翠	栽花种草千家万户飘香
指富路奔小康名垂后世	乘东风跨赤免马到成功
志在八方何惧山高路远	龙游四海哪怕浪急风狂
中华入世贸全球同发展	港澳回母怀举国共欢呼
中华三度腾飞全民共庆	宇内千般改革万物皆春
众志成城四化宏图在望	繁花似锦千秋幸福绵长
重调整众手栽培摇钱树	求安定群力塑造聚宝盆
周昭王甲寅年佛生西域	汉明帝乙卯岁法流东土
抓消防除灾害万众康乐	兴保险保安全九州呈祥
紫燕高飞剪开千重云雾	布谷欢歌唤起万家春耕
紫御迎春瑞拂千条御柳	丹楼映日祥开万书宫花
自主经营厂家如虎添翼	大胆改革质量似锦添花
祖国山河处处尽展锦绣	中华儿女人人皆称舜尧
尊师重教四海群芳竞秀	革故鼎新九州万木争荣
百花争艳欣望江山千里秀	万民欢庆齐颂祖国万年春
百业方兴山海多姿皆入画	三春伊始神州无处不飞花
百业振兴锦簇花团十六大	三阳启泰风调雨顺万千春
百折不回矢志练成真本领	一心向党相期莫负好年华
宝瑟和瑶琴百子池边春满	金柯连玉叶万年枝上云多
爆竹飞花四海升平歌富有	金风献瑞九州安定纳祯祥
爆竹飞花四海升平庆富庶	金龙献瑞九州欢乐唱丰年
爆竹千声长城内外丰收岁	红梅万枝大江南北艳阳天
爆竹一声喜送巳蛇留庶绩	华灯万盏欣迎午马展嘉猷
爆竹迎春春光明媚人心畅	金龙还世世纪崭新国力雄
北斗回寅万户金鸡争唱晓	东风送暖九霄玉兔喜迎春
奔四化跨进世界先进行列	追科学攀登现代技术高峰
碧野青山一方胜地来天外	红楼绿树十里新城入眼帘
彩凤高翔恋我中华春不老	金鸡喜唱歌斯盛世乐无穷
藏龙卧虎华夏大地春常地	人杰地灵文明古国尽朝晖
策马奋进十六大春潮迭起	牧羊登高小康路神州放歌
策马争春马跃马年加马力	驾龙追日龙腾龙国振龙威
茶溢清香戴露朝阳浮绿叶	场开沃野连畦接壤育新苗
朝阳似火党旗指引青春路	捷报如潮新纪迎来锦绣天
城镇腾辉古国风光开眼界	乡村溢彩小康岁月乐心头
持名功夫贵在念念无间断	德行高尚令人频频闻妙香
赤帜高扬追星惟向先锋队	青春永驻接力堪钦后备军
帱载浃祥和纠缦交呈旭采	智仁谐乐寿纯常懋迓春祺
除旧布新远近声声传捷报	扬长避短城乡处处沐春晖
春到人间花红柳绿千山秀	节逢岁首日暖风和万水欢
春风春雨春色无边春意暖	福地福门福光有情福气浓
春风春雨育春花春满大地	喜山喜水织喜景喜盈神州
春风得意辉煌景灿辉煌世	政策舒心富贵花开富贵家
春风得意顺势而来腾飞马	节日涣然急流勇退入世蛇
春风得意扬鞭奋蹄跨骏马	红云当头建功立业送小龙
春风得意亿民奋斗创大业	惠政随心百族团结建小康
春风如意农民巧手绘画卷	细雨随心田园诗人写绿茵
春回大地梅花点点风光美	福至人间笑语声声梦里甜
春回大地山清水秀风光好	日暖神州人寿年丰喜事多
春联表心境贴上便添喜庆	大赛传友谊参与就有知音
春满神州千禧三春花吐锦	龙腾凌水东风万里歌如潮
春满神州山欢水笑龙吟曲	民安乐土燕舞莺歌蝶恋花
春满神州树上摇钱如蝶舞	花开艺苑盆中聚宝似莺飞
春暖人心世界三千同雀跃	风搏羊角云程九万共鹏飞
春夏秋冬四季服装皆溢彩	东南西北八方顾客尽开颜
春扬大地千山叠翠凭虎跃	日仰中天四海扬波任龙腾
春意昂然东风细雨芳园翠	翠岚烂漫玉树琼花满目春
春意盎然祖国山河千载秀	东风浩荡神州大地万年新
春雨宜人家家畅饮贺新岁	和风送暖处处欢歌奔小康
翠柏苍松装点神州千岭绿	朝霞夕阳染就江山万里红
村村寨寨琼楼玉宇风光好	家家户户红花绿叶气色新
打黑扫非德治和法治并举	倡廉反腐党威与国威齐扬
大地春回爆竹红灯一同醉	渔村人早春风流水齐送行
大地春回千里金涛香万户	小龙蛰起九州紫气贯长虹
展宏图九州英才扬鞭跃马	创伟业四海豪杰破浪飞舟
展智施能雄心共创千秋业	扬鞭跃马矢志同奔万里程
政善官清九州大厦千秋固	国强民富四化繁花万里香
政善人和入世欣乘千里马	日新月异兴邦更上一层楼
知春爱春歌唱春天新故事	入世明世构思世界大文章
鳷观翔云九译同文朝玉陛	凤楼焕彩八方从律度瑶阊
志安国泰齐山岳彰明秉宪	胸蕴民情系暑寒秀蔚成春
志气凌云争分夺秒搞开发	春光似锦良辰美景祝千秋
志在青山汗水浇绿山千万	献身峻岭热血映红岭万千
珠缀绕龙屏宝矩光连宝箓	璇题悬凤扆彤云瑞应彤墀
竹报三多绿竹千竿同茂盛	梅开五福红梅万朵共芳菲
壮丽城乡水流新韵山流翠	腾飞岁月民向小康国向荣
紫极正中央万国共球并集	青阳迎左各千门雨露皆新
紫燕迎春一路东风歌大治	金鸡唱晓九州时雨润小康
自改革来千古羊肠成大道	由开放始全新人面满春风
总结经验事事应当看实践	吸取教训时时需要戒空谈
走社会主义道路爱国爱教	扬般若波罗密多弘法利生
做个好人心正身安魂梦稳	行些善事天知地鉴鬼神钦
大地春回万里河山呈画卷	长天日丽九州儿女绘蓝图
大地春回祖国山川放异彩	艳阳高照中华儿女绘新图
大地回春不尽江山抒特色	香花扑面无边风月竞贤才
大地回春锦绣河山添异彩	征途跃马英雄儿女着先鞭
大地回春千山披翠千山美	春风送暖万水扬波万水欢
大地同春情寄东风联两岸	中华一统国如磐石固千秋
大地迎春柳伴梅香招蝶舞	高天降雨犂掀黄土应蛇行
大地迎春柳伴梅香招蜂蝶	文坛焕彩笔掀墨浪舞龙蛇
大好河山桃红柳绿春风渡	小康社会国泰民安喜气生
大江东去污浊荡尽乾坤赤	小院春回福乐频传日子甜
大开大放虎跃龙腾奔四化	双节双增莺歌燕舞入三春
大陆台湾金桥飞架诚可望	同胞兄弟骨肉团圆定有期
大圣辞年万里河山留瑞霭	雄鸡报晓千家楼阁映朝晖
大业方兴五星旗展金鸡唱	小康在望四化图开彩凤飞
大业有成瑞雪皑皑辞岁去	节气更替红梅点点唤春来
大业有望东风习习送冬去	气象更新红旗猎猎迎春来
丹风来仪人寿年丰新岁月	春风送暖梅开雪映好山河
丹蜂朝阳红梅映雪千山秀	神州簇锦凌水腾龙万里春
党恩浩荡万里江山披锦绣	国运昌隆千秋岁月铸辉煌
稻花钢花科技花万花竞艳	农业牧业工商业百业振兴
德治厂兴众腑长铭三代表	业精勋著群英力建两文明
点点梅花笑迎雄鸡朝天唳	声声爆竹欢送大圣载誉归
电视机前辞旧岁偕欢半夜	互联网上贺新春并喜五洲
叠翠飞花不老青山添生气	滚珠溅玉长流绿水唱丰收
东方风来山寨频添科技户	南天雨润农家新建读书楼
东方丽日耀明时红舒九野	法治熏风苏冻土碧透三江
东风浩荡祖国处处展新貌	旭日东升神州在在尽朝晖
东风劲吹老树新枝齐竟秀	阳光普照嫣红姹紫尽争春
东风送暖万卉争艳风光美	政策落实百废具兴人心欢
冬去春来肥田沃土景观美	莺歌燕舞巷尾街头景色新
冬去春来锦绣山河放异彩	涛走云飞峥嵘岁月纳同心
冬去春来千条杨柳迎风绿	民安国泰万里山河映日新
多难兴邦唯有民生难解决	同仇抗日纵亡种族莫投降
发展生产城乡面貌在改变	搞好经济市场渠道已疏通
法似春风廿载频频襄社稷	心如晓日四时脉脉照家邦
法雨普施涤除尘垢三千界	德风广布吹绽馨香十亿花
反腐肃贿惩贪民心皆喜悦	倡廉纠风整纪国运更昌隆
饭热菜香贵客盈门庭似市	言甜情厚高朋满座店如春
放眼神州心旷神怡歌大有	举目大地山欢水笑倾长春
非锡非铜终日经营修马铁	得钱得米新年欢喜赚龙洋
奋斗毕生励志勤磨三尺剑	纵观今古豪情雄唱大江东
风和日丽山美水美风光美	年丰物阜人新事新时代新
风和日暖男男女女迎春节	国泰民安户户家家颂太平
风景秀丽五洲好友慕名至	江山多娇四海佳宾接踵来
凤起蛟腾四海英才齐报国	龟动蛇出九州风物笑迎春
凤舞龙飞锦绣河山添锦绣	蛇祥龟瑞富强中国更富强
凤舞龙腾腾龙兴国创新业	人欢马跃跃马扬鞭赴前程
凤竹清风霞染新色情烈烈	龙梅皎月露沾古画意深深
夫唱妇随并肩共赴小康路	孙贤子孝携手同迎大有年
福光高照花红柳绿春不老	乐事亨通物阜家丰岁常新
福降神州万里河山生秀色	春回寺地八方黎庶沐朝晖
赋改革新诗字字珠圆玉润	奔富强正道人人虎步龙骧
改革开放神州巨变真无比	奋发图强骏马奔腾大有为
改天换地狮啸八荒光八极	揽月摘星龙吟九派熠九州
肝胆相照广开言路商国是	荣辱与共各献神通建中华
皋应辟春阳瑞气常浮五雉	羲和回日驭卿云时捧双龙
高速公路高新技术高科技	新构华章新颖主题新思维
歌传统美德花满千禧庭院	诵创业精神果累新纪家园
革故鼎新十亿神州歌盛世	倡廉反腐千秋禹甸庆兴邦
革故鼎新物阜粮丰十里秀	安居乐业地灵人杰万家欢
庚岭东西梅放千枝报春早	大江南北雪飞六曲兆年丰
恭贺新春发财致富开新路	欢辞旧岁反腐倡廉革旧章
共展宏图开放招来珠履客	同兴伟业革新造就锦囊才
鼓角争鸣跨纪龙骧腾热浪	旌旗漫卷开元虎步舞长风
鼓乐齐鸣四海欢腾迎大节	华灯怒放三江锦绣喜康民
光景无边遍地笙簧歌化日	前程似锦满园桃李笑春风
国富民殷羊毫挥颂千秋业	年丰人寿燕剪裁成万点春
国泰民安江山万里清平乐	龙腾虎跃禹甸千秋吉庆年
国兴特色绿水青山皆献瑞	民乐小康碧桃红杏共争妍
国运亨通化雨春风苏大地	人心快慰丰衣足食庆华丰
海阔天空波光云影皆诗画	地灵人杰文采风流继宋唐
海峡同心一统江山人共盼	春风两岸团圆骨肉众相期
海宇安恬圆峤方壶开福地	天阊詄荡右平左砌上熙台
豪情不减一腔热血灌桃李	白霜日增满腹文章颂春秋
浩气常存频加马力奔新路	雄风不减再握羊毫绘壮图
河山毓秀古国春色耀青史	岁月更新中华雄姿震寰球
红梅点点盘瓠傲霜随岁去	丽日融融天蓬报喜伴春来
红梅献岁鹊立枝头歌盛世	绿柳迎春莺穿陌上唱中兴
红日初生万户想云临复道	青阳乍转九天佳气敞重楼
红日吐辉伟大祖国更兴旺	江山多娇锦绣前程倍光明
鸿雁来宾破雾穿云传捷报	绿衣使者翻山越岭沐春风
猴岁吉祥竹梅报喜报祥至	鸡年幸福莺燕衔春衔福来
厚德载物普天华夏迎春庆	立法匡国沃野神州与日兴
厚德著璇宫禁掖常尊尧舜	修龄储北斗春秋永亘贞元
湖上春未春杨柳桥头可问	人间乐不乐管弦元夜如何
湖水碧绿尾尾鱼群待撒网	春光明媚匹匹骏马好腾蹄
虎步龙骧共创九州新世纪	莺歌燕舞同观四海好风光
虎将三千曾驭红鬃还伏虎	龙人十亿才跨赤兔又乘龙
虎慢归山因贪人间好春色	兔急下界为览世上新画图
虎岁三十爆竹声声辞旧岁	兔年初一红联对对迎新年
虎跃龙腾碧海黄山妆玉宇	莺歌燕舞春风旭日蔚神州
虎跃龙腾华夏人民多俊杰	莺歌燕舞阳春山水尽朝晖
虎跃龙腾三代英才开世盛	山青水秀九州春色泛桃红
虎跃龙腾兴邦踏上康庄道	山欢水笑造福迎来锦绣春
虎镇千山虎威长励英雄志	兔营三窟兔智频催改革风
花栋连云燕子重来应有异	笙歌遍地春光常驻不须归
花好月圆酉阳倍艳新春暖	民安国泰申雪犹香旧岁丰
花红柳绿河山壮丽门庭秀	民富国强龙马奔腾世纪新
花红叶翠秀丽黄莺鸣暖树	人勤春早辛劳紫燕恋春泥
花著上林花开富贵芳千树	国施良策国肇昌隆裕万家
华夏龙腾长城内外皆春色	神州虎跃大江南北尽朝晖
华夏腾飞时势造就新业绩	巨龙昂首英雄独领好风骚
化日舒长五纬祥光连斗极	惠风和畅六符瑞采焕台阶
化雨宜人家家畅饮贺新岁	春风送暖处处欢歌奔小康
画海诗天神州美景能人绘	云龙山虎禹甸宏图巧手描
欢庆丰年喜炮喧天天赐福	喜迎春节欢歌动地地生财
黄道天开东壁琛图辉玉宇	紫宸日丽西山爽气映瑶阶
惠风和畅巍巍泰山拥旭日	春雨润泽滔滔东海泛春潮
鸡唱寰中改革大潮迎岁改	春临大地繁荣事业似花繁
鸡唱门庭四海升平歌舜日	犬蹲院里九州盛世乐尧天
鸡唱三通万家春正乾坤气	凤鸣两岸一树梅开天地心
鸡唱月归一线长天皆瑞霭	犬歌日出九州大地尽朝晖
激浊扬清宇宙新陈常代谢	兴邦治国人间美丑总分明
济困扶危道德中间查内力	拒邪防腐法规深处找基因
继往开来世纪春光无限好	承前启后神州骏马有奔头
继往开来蹄声似鼓惊天地	兴邦强国志气如虹展画图
继往开来万里山河迎丽日	承前启后千秋岁月笑春风
艰苦奋斗传万家家家致富	励精图治兴百业业业更新
江南洒绿茵锦绣一方天地	塞北飞白雪银装半壁河山
江山似画千秋翰墨千秋景	岁月如诗一代风骚一代歌
江山壮丽古国风华光禹甸	祖国日盛人民熙攘乐永衢
讲话指南壮志勇腾千里马	群星拱北新年更上一层楼
蛟龙跃起神州振奋三捷报	骏马腾飞祖国扬威四海春
捷报频传圣猴舞棒辞岁去	宏图再展金允高唱迎春来
捷报频传万里雄风惊宇宙	宏图再展九天春色壮河山
借五彩声屏欣看大千世界	喜四时春色铺满万里河山
金棒一挥日丽风和天可物	雄鸡三唱山明水秀地宜人
金戈铁马三军猛士戍边邑	伟业殊勋一代精英振国威
金鸡报晓改革似春风化雨	彩凤朝阳腾飞如旭日升华
金鸡报晓时转三阳迎淑气	红梅竞放花开五福庆丰年
金龙穿云端裁剪千千锦缎	玉蛇舞大地巧绣万万彩旗
金龙舞神州歌盛世腾飞曲	玉兔奔月府献千禧伟业图
进军马随进军号跃进千里	入世龙乘入世风腾入九天
经济繁荣处处常奔千里马	人民幸福家家更上一层楼
经声佛号唤回苦海迷津人	暮鼓晨钟惊醒世间名利客
荆艳莲香龙国迎春花织锦	日新月异宏图焕彩景迷人
景丽瑶墀鸾鹤翔空腾庆霭	春回琼岛鱼龙献瑞展新图
静泰怡神瑞霭光辉临黼扆	冲融契道祥风蔼吉畅文轩
九囿风和一寸邮花开万里	三胞韵美八行笺月照双心
九域风和沃土肥泥生万物	三春雨润新天丽日绽百花
