铁	煤
相爱相亲家和人寿吉星照	同心同德水秀山青喜事连
吉祥草伴忘忧草吉忧相间	龙爪花连金凤花龙凤双现
赋江南春六代莺花归眼底	后天下乐十年休养系心头
海色澄清云雾荡开天地憾	潮声汹涌波涛洗尽古今愁
龙涧风回万壑松涛连海气	鹫峰云敛千年桂月印湖光
面面有情环水抱山山抱水	心心相印因人传地地传人
福溥人间阿耨耆阇开紫寒	妙函空有栴檀薝卜护金绳
起八代衰自昔文章尊北斗	兴四门学即今俎豆重东胶
见落花飞絮莫愁春老色褪	仰翠竹苍松当效节亮风高
好人多自苦中来莫图便宜	凡事皆缘忙里错且要从容
读古人书须处地设身一想	论天下事要揆情度理三思
水部火灾金司空大兴土木	南人北相中书君什么东西
口十心思思妻思子思父母	言身寸謝謝天謝地謝君王
惊回首留伟业丰功垂宇宙	抬望眼存高风亮节励人民
山管人丁人管财草管人命	雷搏妖魔鱼搏浪绳搏妖狐
国庆神州气壮山河欢盛典	民央社稷光辉日月喜中秋
仕隐追随颓景相怜如一日	师生骨肉名山可许附千秋
凤翅展南山天下咸欣兆瑞	龙髭扬北海人间尽得沾恩
黄口小儿乃欲大魁天下乎	白衣宰相何难再见吴中也
红豆花开红豆女歌红豆曲	紫薇香透紫薇星坐紫薇垣
匕首投枪百练犹存鉴湖冽	贞心劲节卅年同仰雪峰高
两小无猜一个古泉先下定	四方多难三杯淡酒便成亲
吾之修史犹猢狲入布袋矣	君于仕途若鲇鱼上竹竿邪
大小尖尖土里埋个个成竹	上下卡卡彳亍行人人跟从
为帝者师佐汉功原高将相	弃人间事报韩心已了英雄
爽气西来云雾扫开天地憾	大江东去波涛洗尽古今愁
丸泥欲封紫气犹存关令尹	凿坏可乐霸亭谁识故将军
风风雨雨为人民终身奋斗	山山水水留足迹风范长存
天近山头到了山头天又远	月浮水面撬开水面月还深
一点心苗汝哪里好生培养	十分善果我者边总肯周全
彩凤高翔恋我中华春不老	金鸡喜唱歌斯盛世乐无穷
军民一家铁壁长城千里固	党政协力锦绣江山万年春
乡味殊佳莫恋江东饱莼菜	人间何世偶从海上得桃源
日丽风和两朵红花开并蒂	花好月圆一对伴侣结同心
成才创业志趣相投同地久	报国兴家风华互映共天长
建设四化调动豪杰凌云志	实现三番激起英雄创业心
一颗雄心敢创四化千秋业	两只巧手能描九州万代春
半点模糊已耗民财于暗地	一毫偏颇即推赤子入危途
鸿雁来宾破雾穿云传捷报	绿衣使者翻山越岭沐春风
邮局鸿雁一声喜讯三春暖	绿色红娘千里姻缘一线牵
鸡唱三通万家春正乾坤气	凤鸣两岸一树梅开天地心
博以取材备南北东西品类	工于象物得飞潜动植精神
八百里湖山知是何年图画	十万家烟火尽归此处楼台
麦浪无鱼杨柳垂丝空对钓	屋山有雀蜘蛛结网费张罗
老鸦踏断老桠枝鸦飞枝落	仙鹤归来仙壑涧鹤唳涧鸣
伸张正义扶善安良倡正气	严明法纪惩凶除害去邪风
兄玄德弟翼德威钲曹孟德	师卧龙降子龙辅佐汉真龙
春回大地九千万里寒食雨	日暖神州二十四番花信风
插秧农夫退行而有进功夫	漂麦书生死读以求生富贵
乌纱帽罩象牙梳烟笼淡月	红锦袍缠鹤顶带霞映长虹
望闻问切四法善辨百样病	草木虫鱼一笺妙除十年忧
泼墨挥毫画意难穷燕岭秀	低吟浅唱诗心早许杏花红
廿年间化雨春风琴书宛在	千里外山长水远梁木何依
玉宇无尘月明碧玉三千界	银河散影人醉春风十二楼
杏绽妫川晴日难融三月雪	花开燕岭春光抖落九天霞
奇货任流通大地何论南北	商场尽发达中华不分东西
麻姑吃蘑菇蘑菇藓麻姑仙	童子打桐子桐子落童子乐
一世风流赢来桃李遍华夏	几番磨炼铸就丹心颂舜尧
数亩蔬筠山光犹似南阳卧	一林翠柏鹃血常啼蜀道难
水咽波声一江天汉英雄泪	山无樵采十里定军草木香
汉祚难延忠魂痛裂三分鼎	军山在望高冢灵通八阵图
壮志凌云英雄奇迹惊天宇	凯歌动地时代新潮奏乐章
皓月无光得此偏明明赫赫	夜行以烛同君共雨雨风风
黄河水滚滚而来文应如是	韩信兵多多益善士亦宜然
山川含泪同志难见老战友	风云变色祖国又失一英才
打扫开草径松坡来盟白水	收拾起芒鞋竹杖悔踏红尘
是真仙灵为佛门作大护法	殊胜境界集众僧建新道场
同培桃李恩爱夫妻情谊重	共奋教坛光荣带来福缘长
心口十思思子思妻思父母	寸身言谢谢天谢地谢君王
有月即登台无论春秋冬夏	是风皆入座不分南北东西
鼎建宏规柱下图书藏万卷	盛追往哲平泉台榭并千秋
忠魂不泯一腔热血化春雨	大义凛然千秋壮志泣鬼神
想当年那段情由未必如此	看今日这般光景或者有之
落花红满径借疑平地堆霞	飞絮白漫天误认半空飘雪
大肚包容了却人间多少事	满腔欢喜笑开天下古今愁
马足车尘世路不知何处尽	崖花涧月禅心应向此中生
开关早关关迟放过客过关	出对易对对难请先生先对
风起大寒霜降屋前成小雪	日照端午清明水底见重阳
控海拏江臂开中流插砥柱	撑天拔地镇平巨浪键京门
举鹏程北汇南通千端称意	祝新业东成西就万事顺心
品类繁多倾注主人殷殷意	价格低廉吸摄顾客颗颗心
何以解忧万古牢愁浇浊洒	偶然小憩一湾流水涤尘襟
风静渚边海外识中朝人物	星寒五丈湘阴开丞相祠堂
碧纱帐内坐佳人烟笼芍药	清水池中洗和尚水浸葫芦
风扇扇风风出扇扇动风生	水车车水水随车车停水止
天道何如不许阿弥留李贺	神仙安在翻教老泪笑羊昙
画里传衣夙契偶同永长老	山中献盖前尘谁证衲禅师
旧岁将辞且趁吉时行吉礼	新年即届迎来春始探春人
如此青山片石三生无了恨	是何黄土十年双葬可怜人
密云不雨通州无水不通舟	钜野皆田即墨有秋皆即麦
五人共傘小人全仗大人遮	四口同圖内口皆从外口管
开张呈喜无边春色融融乐	举业有方不尽财源滚滚来
万里儿啼此日愁攀贤令辙	卅年老泪隔江空盼少微星
菊径荒凉冥漠秋郊悲雨泣	蓉成缥缈苍茫野陌怅风凄
芳草迷离妫川望去千重绿	杏花馥郁燕岭归来两袖香
沐雪栉风杏骨铮铮雄阪野	宏天伟地林霞灿灿耀妫川
大造无私处处桃花频送暖	三阳有旧年年春色去还来
竹径萧条平生壮志三更梦	云山缥缈万里秋风一雁哀
婚尚文明喜溢华堂双合璧	术称精湛乐汲橘井万家春
马丁路德1517倡仪宗教改革	闵采尔氏1524领导农民战争
举念时明明白白勿忘了自己	到头处是是非非曾放过谁人
异峰斜插水中东是水西是水	杰阁遥临天半上有天下有天
俎豆幸千秋谏议当年称孝子	笔花开五色文通有后继书香
古人与居今人与稽亦为明鉴	澄云不清浠云不浊有如此湖
科学无平路敢上九天临绝顶	青春有壮心誓为四化展奇才
绝境此何来版图原非刘氏土	避秦意休问世家本属晋时人
母亲庆寿时仰望中天腾瑞气	游子归宗日遥观濠海漾清波
细草和烟尚绿遥山向晚更碧	黄叶无风自落秋云不雨长阴
万事付沈冥酒国溪山堪入画	太和归酝酿醉乡花鸟亦长春
西北望神州万里风涛接瀛海	东南留胜迹千秋豪杰壮乾坤
问梅子熟时个中人酸甜自别	闻木樨香否门外汉坐卧由他
万象喜回春守信知廉标五德	一元欣复始司晨报午必三鸣
改革奏凯歌虎跃龙腾强盛景	文明开新局莺歌燕舞太平春
撒手了无难夜宴方阑归碧落	伤心将大用夕阳虽好近黄昏
放眼望乾坤身行万里半天下	偷闲谈风月我生百事常随缘
杏坛果有为三乡桃李争春色	宦海应无比两袖清风笑夕阳
南雁万里捎红豆回赠一枝春	北田千顷种金粟丰收万颗子
一笔写青天云霞万朵花如锦	孤帆笼绿水烟雾千重影似纱
偕观天上星夜色千重生紫气	独步江边月波光万顷入青冥
趁美景良辰月色菊香同入酒	任天高云淡秋光雁影本随心
欲借三春染奇文忍将花入砚	为敲一字成佳句聊把月当灯
作客红尘何须踏遍千山万水	观人戏里只是演出三教九流
写特别句寄特别情留特别地	持平常心干平常事做平常人
墙头青苔池面绿萍根本不好	天上碧桃日边红杏果真是高
牛头马面两边站左右不是人	狐女妖姬一纸书反正都有鬼
寂寞嫦娥舒广袖起舞弄清影	逍遥帝子奏横笛扬波作和声
金戈铁马扫空万古风花雪月	竹杖芒鞋踏遍九州关塞河山
秉烛烹茶何来此等帮厨老汉	燃薪灌水哪有这般烧火先生
有无畏襟怀方得见千山树海	到最高境界自可登五彩花池
轻舟湛碧痕一桨无心惊鹭影	劲笔破云海孤峰不意揽星辉
地迥天高梦去遥雨横新柳寂	春深日暮人归晚风卷落花愁
信息潮流涌中华网易鼓新浪	数据钢铁铸神龙富通舞长征
信息潮流涌中华网易鼓新浪	数据钢铁铸长城联想骋奔腾
奔万里尘沙此地好盘金勒马	折一技杨柳送君生入玉门关
奔月访姮娥忍令天香虚旧馆	持花归净土徒烦松雪礼中峰
讽谕岂无因乐府正声熟人口	行藏何足辨名山大业定生前
井底孤蛙小天小地自高自大	厕中怪石不中不正又臭又硬
爽气挹天平国计民生如此象	雄藩称地户湖光江色照余心
世界国家西部父母夫妻儿女	和平统一开发康寿谐老作为
非妄非真常行于空植众德本	不取不舍无有少法得菩提心
娱目复娱心如来天外通身爽	树人兼树木又见村中满眼春
心即佛佛即心须要认清脚跟	色是空空是色莫教妄起念头
百载庆遐龄大业从头催快马	八方驰美誉好风借力上新阶
有客醉无客睡福简简吁可愧	长歌粗短歌疏诗平平聊自娱
接财神皆因勤学勤劳勤思考	迎福星更需敢作敢为敢当先
藏名诗酒间竹屋纸窗清不俗	养拙江湖外风台月榭悄无言
问字感当年重谒元亭空洒泪	传经珍此地载瞻绛帐暗摧心
富士山头紫燕双飞白头偕老	黄浦江畔鸾凤和鸣永结同心
乐府近凋零学就成连人已逝	吹台遥怅望化为精卫客应归
人苦不自知愿诸君勤攻吾短	弊去其太甚与尔辈率由旧章
桓温一世之雄尚有枋头之败	项羽万人之敌难逃垓下之诛
菱花镜孤哉惨听秋风吹落叶	锦机声寂矣愁看夜月照空帏
真实不虚大慈悲度一切苦厄	意识无界空色相现五蕴光明
藕孔出纤丝善织佳人难作绸	柳梢飞乱絮巧弹良匠不成棉
朝罢独行春踏去不知三径远	公余时读史坐来便觉五云多
誓九世重仇特起异军酬阁部	知百年恒化肯称符命媚当涂
白马小如拳从此鼪鼯林外长	紫髯灵欲语顿今尸祝庙中肥
月上斗圆光示教禅心兼法味	风吹清梵乐归诚景福应真言
须有同舟共济之心方能制敌	不明阋墙御敌之道何足救亡
北苑千秋人汉石隋泥同不朽	西风两行泪水痕墨气失知音
世上苦人多一命存心思利济	湘中民力竭涸泉濡沫念江湖
今日得宽馀开怀畅诵仲尼句	他年对知己倚柱轻弹俞伯琴
即色即空观慈悲相吾无隐尔	是万是一具手眼人自成辨之
鸡站箕沿上鸡压箕翻箕扑鸡	驴系梨树下驴挨梨落梨打驴
该认真要认真最怕认真二字	当糊涂且糊涂难得糊涂一生
雕龙琢凤区区璞石终成大器	立异标新济济英才又树丰碑
教子有遗经诗书易春秋礼记	传家无别业解会状榜眼探花
一百八记钟声唤起万家春梦	二十四番风信吹香七里山塘
春色满人间九万里风鹏正举	朝霞遍宇内五千年云雀长鸣
口在天下口在天上志在吞吴	人处王顶人处王旁意图全任
英名壮晋江济济人才师引路	秀木盈林海浓浓春色锦添花
何谓文曲文戏文声出若金石	乌乎敬冰敬炭敬用之如泥沙
穷鬼哥快出去莫要纠缠小弟	财神爷请进来何妨照看晚生
百载会风云商海弄潮铭伟绩	九州沾雨露锦程驰马展雄姿
供桑梓讴吟几处亭台成小筑	快春秋游览一隅丘壑是新开
仪表称科名帝许云程难限量	文章兼政事我惭风义托渊源
英名贯域中誉盛如升江海日	乔木秀林表师严必出栋梁材
随遇自生欣暖日风和入怀抱	静观可娱老崇兰幽竹有情文
问道入冬蚂蚱还能蹦跶几下	记着落网豺狼难免咔嚓一刀
法海仰奘公西土亦称大遍觉	宗学宏唯识此地堪比那兰陀
做数件可流传趣事消磨岁月	会几个有见识高人论说古今
撒手谢人寰抛去尘缘醒夙梦	回头是彼岸修成净业悟无生
朝诵楞严唤醒三千大千世界	暮念弥陀利益百万恒沙人天
立山巅岩石八方风云收眼底	听耳畔松涛万家忧乐在心头
晏婴齐仁人一言而溥天下利	孔子鲁司寇无讼当为百世师
棗棘为薪截断劈开捆成四束	阊门起屋移多补少盖作两间
与朱穆结四海鸥盟诗以言志	同罗隐作残唐名士天假之年
季子敢言高与吾意见大相左	藩臣多误国问伊经济有何曾
春意从来浓墙角梅花新岁月	书卷何处是案头经史旧乾坤
衣钵信传真三绝不愁知己少	功名应无分一生长笑折腰卑
元旦即称觞鹤算龟龄齐让早	岁朝先试乐莺歌燕语尽翻新
有三分水二分竹添一分明月	从五步楼十步阁望百步大江
花宴琼林温仲舒由大魁秉政	堂开昼锦王文献以宰相养亲
心怆老门生执馈缝衣怜雪立	恩醲贤宰相醊卮经被报春晖
造物偏生才直与杭人多惠比	圣功先养正果逢山下出泉蒙
一夜白髭须多亏东皋公救难	片时灰骸骨不用西门庆花钱
宠辱不惊闲看庭前花开花谢	去留无意漫随天外云卷云舒
天地鉴余心同为流言悲蔡叔	江山还汉室敢因家事罪淮阴
往事话南皮忽省姓名伤鬼录	修词问东里忍将文字概平生
顿法树禅门一本坛经连五脉	明心留寿相千年肉体示群萌
离四句离分别思量说第一法	绝百非绝穿凿计较拈不二乘
东海旧宏规教子成名声远振	西方真极乐拈花含笑礼如来
秤直勾弯星朗朗能知轻知重	磨大眼小齿稀稀可推细推粗
壮绩震河山名垂丞相祠堂外	余威披草木人拜将军墓道旁
一色水天秋却难洗三字污秽	双清风月夜正好分两世精忠
创世纪辉煌破浪乘风扬特色	全民臻富庶千红万紫竞芳菲
翘首望京华多谢春风常送暖	深情连海宇应凭红豆记相思
水色涵天光飞来漠北成双雁	浆声摇灯影卧入江南第一家
彩灯玉树千家同享新春美景	绿酒金樽万户共渡佳节良宵
改革出盛果神州处处新气象	开放见华章祖国家家富康强
晚景夕阳红十里桨声仍似旧	晴空明月亮万家灯影已从新
心痛鼎湖龙一寸江山双血泪	魂归华标鹤二分明月万梅花
归燕几番来谁作主人谁作客	鸣筝何处听半随流水半随云
企业巧经营日月升腾天气慨	资源重整合江河汇纳海襟怀
修禊继兰亭韵事莫忘王逸少	去冠怀栗里高风不减陶渊明
赋诗奏乐颂扬华夏辉煌业绩	泼墨挥毫描绘祖国锦绣江山
课演六爻内卦三爻外卦三爻	业学十门主修五门辅修五门
奇彩耀秦淮品茗吟风添雅兴	芳香盈绣阁飞觞醉月发豪情
水上出人家夜泊秦淮邀月醉	馆中留贵客诗随梦境逐云飞
四海聚游踪十里秦淮开画卷	一亭舒望眼满天星斗焕文章
处天下文枢阁中玉醴皆风雅	对帘前画景席上珍馐自美鲜
天风八面来大化玄机高敢问	圆月一轮过小康胜景美能收
九月灿云霞厦迎商会百年诞	五洲通贸易门泊重洋万里船
商百年大计万里河山铺锦绣	会四海嘉宾一秋鹭水唱欢歌
象应少微星彩落萧辰悲夜月	名传耆旧传芳流梓里忆春风
东临白鹭洲被暖衾温春满室	北倚秦淮水窗明几净客如雲
敷天长戴仁天知后天之不老	大地同游乐地真应地以无疆
